[12/22 15:18:10 detectron2]: Serializing 860001 elements to byte tensors and concatenating them all ...
[12/22 15:18:10 detectron2]: Serializing 860001 elements to byte tensors and concatenating them all ...
[12/22 15:18:12 detectron2]: Serialized dataset takes 505.05 MiB
[12/22 15:18:13 detectron2]: Serialized dataset takes 505.05 MiB
  time      PID  rss    pss    uss    shared    shared_file
 20380  1495766  1.7G    1.3G    1.2G   523.2M    523.2M
 20380  1495938  585.1M  164.1M  67.8M  517.3M    408.0M
 20380  1495939  584.9M  164.1M  67.8M  517.1M    407.9M
 20380  1495940  586.1M  164.5M  67.8M  518.3M    409.0M
 20380  1495941  584.8M  164.0M  67.8M  517.0M    407.7M
 20380  1495767  1.7G    1.3G    1.2G   525.4M    525.4M
 20380  1495934  587.4M  164.5M  67.7M  519.7M    410.3M
 20380  1495935  588.6M  164.9M  67.7M  520.9M    411.6M
 20380  1495936  588.5M  164.8M  67.7M  520.8M    411.5M
 20380  1495937  588.6M  164.7M  67.7M  520.9M    411.5M
  time      PID  rss     pss     uss    shared    shared_file
------  -------  ------  ------  -----  --------  -------------
 20381  1495766  1.7G    1.2G    1.2G   532.7M    532.7M
 20381  1495938  594.5M  166.1M  67.8M  526.7M    417.5M
 20381  1495939  594.2M  165.9M  67.8M  526.4M    417.1M
 20381  1495940  596.0M  166.6M  67.8M  528.2M    418.9M
 20381  1495941  594.0M  165.8M  67.8M  526.3M    417.0M
 20381  1495767  1.7G    1.2G    1.1G   535.8M    535.8M
 20381  1495934  597.6M  166.5M  67.7M  529.9M    420.6M
 20381  1495935  599.1M  167.0M  67.7M  531.4M    422.0M
 20381  1495936  599.2M  167.0M  67.7M  531.5M    422.2M
 20381  1495937  599.1M  166.8M  67.7M  531.4M    422.0M
  time      PID  rss     pss     uss    shared    shared_file
------  -------  ------  ------  -----  --------  -------------
 20383  1495766  1.7G    1.2G    1.1G   543.5M    543.5M
 20383  1495938  605.4M  168.3M  67.8M  537.6M    428.4M
 20383  1495939  604.9M  168.1M  67.8M  537.1M    427.9M
 20383  1495940  606.7M  168.7M  67.8M  538.9M    429.6M
 20383  1495941  604.8M  168.0M  67.8M  537.0M    427.7M
 20383  1495767  1.7G    1.2G    1.1G   546.5M    546.5M
 20383  1495934  608.1M  168.6M  67.7M  540.4M    431.1M
 20383  1495935  609.6M  169.1M  67.7M  541.9M    432.6M
 20383  1495936  609.7M  169.1M  67.7M  542.0M    432.7M
 20383  1495937  609.7M  168.9M  67.7M  542.0M    432.6M
  time      PID  rss     pss     uss    shared    shared_file
------  -------  ------  ------  -----  --------  -------------
 20384  1495766  1.7G    1.2G    1.1G   553.5M    553.5M
 20384  1495938  615.7M  170.3M  67.8M  547.9M    438.6M
 20384  1495939  615.2M  170.2M  67.8M  547.4M    438.2M
 20384  1495940  616.7M  170.7M  67.8M  548.9M    439.7M
 20384  1495941  614.9M  170.0M  67.8M  547.1M    437.9M
 20384  1495767  1.7G    1.2G    1.1G   556.7M    556.7M
 20384  1495934  618.5M  170.7M  67.7M  550.7M    441.4M
 20384  1495935  620.2M  171.2M  67.7M  552.5M    443.2M
 20384  1495936  620.3M  171.2M  67.7M  552.6M    443.2M
 20384  1495937  620.2M  171.1M  67.7M  552.5M    443.2M
  time      PID  rss     pss     uss    shared    shared_file
------  -------  ------  ------  -----  --------  -------------
 20386  1495766  1.7G    1.2G    1.1G   563.0M    563.0M
 20386  1495938  625.2M  172.2M  67.8M  557.4M    448.1M
 20386  1495939  624.8M  172.1M  67.8M  557.0M    447.8M
 20386  1495940  626.0M  172.5M  67.8M  558.2M    448.9M
 20386  1495941  624.5M  171.9M  67.8M  556.8M    447.5M
 20386  1495767  1.7G    1.2G    1.1G   564.9M    564.9M
 20386  1495934  627.1M  172.4M  67.7M  559.4M    450.1M
 20386  1495935  628.0M  172.7M  67.7M  560.2M    450.9M
 20386  1495936  628.0M  172.7M  67.7M  560.3M    451.0M
 20386  1495937  628.1M  172.6M  67.7M  560.4M    451.0M
  time      PID  rss     pss     uss    shared    shared_file
------  -------  ------  ------  -----  --------  -------------
 20387  1495766  1.7G    1.2G    1.1G   571.1M    571.1M
 20387  1495938  633.3M  173.8M  67.8M  565.5M    456.2M
 20387  1495939  632.9M  173.7M  67.8M  565.1M    455.8M
 20387  1495940  634.0M  174.1M  67.8M  566.2M    456.9M
 20387  1495941  632.7M  173.6M  67.8M  564.9M    455.6M
 20387  1495767  1.7G    1.2G    1.1G   573.1M    573.1M
 20387  1495934  635.0M  174.0M  67.7M  567.3M    457.9M
 20387  1495935  636.1M  174.4M  67.7M  568.4M    459.1M
 20387  1495936  636.2M  174.3M  67.7M  568.4M    459.1M
 20387  1495937  636.2M  174.2M  67.7M  568.5M    459.2M
  time      PID  rss     pss     uss    shared    shared_file
------  -------  ------  ------  -----  --------  -------------
 20389  1495766  1.7G    1.2G    1.1G   577.9M    577.9M
 20389  1495938  639.8M  175.1M  67.8M  572.0M    462.7M
 20389  1495939  639.7M  175.0M  67.8M  571.9M    462.7M
 20389  1495940  640.7M  175.4M  67.8M  572.9M    463.6M
 20389  1495941  639.6M  174.9M  67.8M  571.8M    462.5M
 20389  1495767  1.7G    1.2G    1.1G   579.8M    579.8M
 20389  1495934  641.8M  175.4M  67.7M  574.1M    464.8M
 20389  1495935  642.7M  175.7M  67.7M  575.0M    465.7M
 20389  1495936  642.7M  175.6M  67.7M  574.9M    465.6M
 20389  1495937  642.7M  175.5M  67.7M  575.0M    465.7M
  time      PID  rss     pss     uss    shared    shared_file
------  -------  ------  ------  -----  --------  -------------
 20390  1495766  1.7G    1.2G    1.1G   584.1M    584.1M
 20390  1495938  646.1M  176.4M  67.8M  578.3M    469.0M
 20390  1495939  645.9M  176.3M  67.8M  578.1M    468.8M
 20390  1495940  646.9M  176.7M  67.8M  579.1M    469.9M
 20390  1495941  645.4M  176.1M  67.8M  577.6M    468.4M
 20390  1495767  1.7G    1.2G    1.1G   586.4M    586.4M
 20390  1495934  648.0M  176.6M  67.7M  580.3M    470.9M
 20390  1495935  649.5M  177.1M  67.7M  581.8M    472.4M
 20390  1495936  649.4M  177.0M  67.7M  581.7M    472.4M
 20390  1495937  649.0M  176.8M  67.7M  581.3M    472.0M
  time      PID  rss     pss     uss    shared    shared_file
------  -------  ------  ------  -----  --------  -------------
 20392  1495766  1.7G    1.2G    1.1G   590.9M    590.9M
 20392  1495938  653.1M  177.8M  67.8M  585.3M    476.0M
 20392  1495939  652.8M  177.7M  67.8M  585.0M    475.8M
 20392  1495940  653.8M  178.0M  67.8M  586.1M    476.8M
 20392  1495941  652.6M  177.5M  67.8M  584.8M    475.5M
 20392  1495767  1.7G    1.2G    1.1G   593.8M    593.8M
 20392  1495934  655.1M  178.0M  67.7M  587.4M    478.0M
 20392  1495935  656.9M  178.6M  67.7M  589.2M    479.8M
 20392  1495936  656.9M  178.5M  67.7M  589.2M    479.9M
 20392  1495937  656.5M  178.3M  67.7M  588.8M    479.4M
  time      PID  rss     pss     uss    shared    shared_file
------  -------  ------  ------  -----  --------  -------------
 20393  1495766  1.7G    1.2G    1.1G   597.8M    597.8M
 20393  1495938  660.1M  179.1M  67.8M  592.3M    483.0M
 20393  1495939  659.9M  179.1M  67.8M  592.1M    482.8M
 20393  1495940  660.5M  179.2M  67.8M  592.7M    483.4M
 20393  1495941  659.8M  179.0M  67.8M  592.0M    482.7M
 20393  1495767  1.7G    1.2G    1.1G   599.9M    599.9M
 20393  1495934  661.5M  179.3M  67.7M  593.7M    484.4M
 20393  1495935  663.2M  179.9M  67.7M  595.5M    486.2M
 20393  1495936  663.3M  179.8M  67.7M  595.6M    486.2M
 20393  1495937  662.5M  179.5M  67.7M  594.8M    485.4M
  time      PID  rss     pss     uss    shared    shared_file
------  -------  ------  ------  -----  --------  -------------
 20395  1495766  1.7G    1.2G    1.1G   605.8M    605.8M
 20395  1495938  668.1M  180.8M  67.8M  600.3M    491.0M
 20395  1495939  667.8M  180.7M  67.8M  600.0M    490.8M
 20395  1495940  668.9M  181.0M  67.8M  601.1M    491.9M
 20395  1495941  667.4M  180.5M  67.8M  599.6M    490.4M
 20395  1495767  1.7G    1.2G    1.1G   609.4M    609.4M
 20395  1495934  670.6M  181.1M  67.7M  602.9M    493.5M
 20395  1495935  672.6M  181.8M  67.7M  604.9M    495.6M
 20395  1495936  672.8M  181.7M  67.7M  605.1M    495.7M
 20395  1495937  672.0M  181.4M  67.7M  604.3M    495.0M
  time      PID  rss     pss     uss    shared    shared_file
------  -------  ------  ------  -----  --------  -------------
 20396  1495766  1.7G    1.2G    1.1G   615.8M    615.8M
 20396  1495938  678.2M  182.8M  67.8M  610.4M    501.1M
 20396  1495939  677.7M  182.7M  67.8M  609.9M    500.7M
 20396  1495940  678.9M  183.0M  67.8M  611.1M    501.9M
 20396  1495941  677.3M  182.5M  67.8M  609.5M    500.2M
 20396  1495767  1.7G    1.2G    1.1G   619.2M    619.2M
 20396  1495934  680.3M  183.1M  67.7M  612.6M    503.3M
 20396  1495935  682.3M  183.7M  67.7M  614.6M    505.3M
 20396  1495936  682.4M  183.6M  67.7M  614.6M    505.3M
 20396  1495937  681.8M  183.4M  67.7M  614.1M    504.7M
  time      PID  rss     pss     uss    shared    shared_file
------  -------  ------  ------  -----  --------  -------------
 20398  1495766  1.7G    1.2G    1.1G   624.2M    624.2M
 20398  1495938  686.5M  184.4M  67.8M  618.7M    509.4M
 20398  1495939  686.0M  184.3M  67.8M  618.2M    508.9M
 20398  1495940  687.3M  184.7M  67.8M  619.6M    510.3M
 20398  1495941  685.9M  184.2M  67.8M  618.1M    508.9M
 20398  1495767  1.7G    1.2G    1.1G   627.1M    627.1M
 20398  1495934  688.7M  184.7M  67.7M  621.0M    511.6M
 20398  1495935  690.2M  185.3M  67.7M  622.5M    513.2M
 20398  1495936  690.2M  185.2M  67.7M  622.4M    513.1M
 20398  1495937  689.7M  184.9M  67.7M  622.0M    512.7M
  time      PID  rss     pss     uss    shared    shared_file
------  -------  ------  ------  -----  --------  -------------
 20399  1495766  1.7G    1.2G    1.1G   632.1M    632.1M
 20399  1495938  694.5M  186.0M  67.8M  626.7M    517.4M
 20399  1495939  694.1M  185.9M  67.8M  626.2M    517.0M
 20399  1495940  695.0M  186.2M  67.8M  627.2M    518.0M
 20399  1495941  693.9M  185.8M  67.8M  626.1M    516.9M
 20399  1495767  1.7G    1.2G    1.0G   634.6M    634.6M
 20399  1495934  696.3M  186.2M  67.7M  628.5M    519.2M
 20399  1495935  697.6M  186.7M  67.7M  629.9M    520.5M
 20399  1495936  697.5M  186.6M  67.7M  629.8M    520.5M
 20399  1495937  697.2M  186.4M  67.7M  629.5M    520.2M
  time      PID  rss     pss     uss    shared    shared_file
------  -------  ------  ------  -----  --------  -------------
 20401  1495766  1.7G    1.2G    1.0G   639.2M    639.2M
 20401  1495938  701.4M  187.4M  67.8M  633.6M    524.4M
 20401  1495939  701.1M  187.3M  67.8M  633.2M    524.0M
 20401  1495940  701.9M  187.6M  67.8M  634.1M    524.9M
 20401  1495941  700.8M  187.2M  67.8M  633.1M    523.8M
 20401  1495767  1.7G    1.2G    1.0G   641.6M    641.6M
 20401  1495934  703.0M  187.6M  67.7M  635.3M    525.9M
 20401  1495935  704.6M  188.2M  67.7M  636.9M    527.6M
 20401  1495936  704.5M  188.0M  67.7M  636.8M    527.4M
 20401  1495937  704.2M  187.8M  67.7M  636.5M    527.2M
  time      PID  rss     pss     uss    shared    shared_file
------  -------  ------  ------  -----  --------  -------------
 20403  1495766  1.7G    1.2G    1.0G   646.2M    646.2M
 20403  1495938  708.3M  188.8M  67.8M  640.5M    531.3M
 20403  1495939  708.1M  188.7M  67.8M  640.3M    531.1M
 20403  1495940  708.9M  189.0M  67.8M  641.1M    531.9M
 20403  1495941  707.9M  188.6M  67.8M  640.1M    530.9M
 20403  1495767  1.7G    1.2G    1.0G   647.8M    647.8M
 20403  1495934  709.6M  188.9M  67.7M  641.9M    532.6M
 20403  1495935  710.8M  189.3M  67.7M  643.1M    533.7M
 20403  1495936  710.5M  189.2M  67.7M  642.8M    533.5M
 20403  1495937  710.5M  189.1M  67.7M  642.8M    533.4M
  time      PID  rss     pss     uss    shared    shared_file
------  -------  ------  ------  -----  --------  -------------
 20404  1495766  1.7G    1.2G    1.0G   652.3M    652.3M
 20404  1495938  714.6M  190.1M  67.8M  646.8M    537.5M
 20404  1495939  714.2M  190.0M  67.8M  646.4M    537.1M
 20404  1495940  715.3M  190.3M  67.8M  647.5M    538.2M
 20404  1495941  713.4M  189.7M  67.8M  645.6M    536.4M
 20404  1495767  1.7G    1.1G    1.0G   654.6M    654.6M
 20404  1495934  716.2M  190.2M  67.7M  648.5M    539.1M
 20404  1495935  717.4M  190.6M  67.7M  649.7M    540.3M
 20404  1495936  717.7M  190.6M  67.7M  649.9M    540.6M
 20404  1495937  717.6M  190.5M  67.7M  649.9M    540.5M
  time      PID  rss     pss     uss    shared    shared_file
------  -------  ------  ------  -----  --------  -------------
 20406  1495766  1.7G    1.1G    1.0G   658.9M    658.9M
 20406  1495938  721.2M  191.4M  67.8M  653.4M    544.1M
 20406  1495939  720.7M  191.3M  67.8M  652.9M    543.7M
 20406  1495940  721.8M  191.6M  67.8M  654.0M    544.7M
 20406  1495941  720.4M  191.1M  67.8M  652.6M    543.4M
 20406  1495767  1.7G    1.1G    1.0G   660.9M    660.9M
 20406  1495934  722.8M  191.5M  67.7M  655.0M    545.7M
 20406  1495935  723.9M  191.9M  67.7M  656.2M    546.8M
 20406  1495936  723.8M  191.8M  67.7M  656.1M    546.7M
 20406  1495937  723.9M  191.8M  67.7M  656.2M    546.8M
  time      PID  rss     pss     uss    shared    shared_file
------  -------  ------  ------  -----  --------  -------------
 20407  1495766  1.7G    1.1G    1.0G   665.2M    665.2M
 20407  1495938  727.1M  192.5M  67.8M  659.3M    550.0M
 20407  1495939  726.8M  192.4M  67.8M  659.0M    549.8M
 20407  1495940  728.4M  193.1M  67.8M  660.6M    551.4M
 20407  1495941  726.7M  192.4M  67.8M  658.9M    549.6M
 20407  1495767  1.7G    1.1G    1.0G   668.8M    668.8M
 20407  1495934  729.8M  193.0M  67.7M  662.1M    552.8M
 20407  1495935  732.1M  193.8M  67.7M  664.4M    555.1M
 20407  1495936  731.5M  193.4M  67.7M  663.8M    554.5M
 20407  1495937  731.9M  193.4M  67.7M  664.2M    554.8M
  time      PID  rss     pss     uss    shared    shared_file
------  -------  ------  ------  -----  --------  -------------
 20409  1495766  1.7G    1.1G    1.0G   674.0M    674.0M
 20409  1495938  735.7M  194.3M  67.8M  667.9M    558.7M
 20409  1495939  735.5M  194.2M  67.8M  667.7M    558.4M
 20409  1495940  736.8M  194.7M  67.8M  669.1M    559.8M
 20409  1495941  735.0M  194.0M  67.8M  667.2M    557.9M
 20409  1495767  1.7G    1.1G    1.0G   676.8M    676.8M
 20409  1495934  737.6M  194.5M  67.7M  669.9M    560.5M
 20409  1495935  739.8M  195.3M  67.7M  672.1M    562.7M
 20409  1495936  739.2M  194.9M  67.7M  671.5M    562.2M
 20409  1495937  739.6M  195.0M  67.7M  671.9M    562.5M
  time      PID  rss     pss     uss      shared    shared_file
------  -------  ------  ------  -------  --------  -------------
 20410  1495766  1.7G    1.1G    1.0G     685.5M    685.5M
 20410  1495938  746.2M  196.6M  67.8M    678.4M    569.2M
 20410  1495939  745.1M  196.2M  67.8M    677.3M    568.1M
 20410  1495940  749.7M  198.0M  67.8M    681.9M    572.6M
 20410  1495941  743.5M  195.7M  67.8M    675.8M    566.5M
 20410  1495767  1.7G    1.1G    1017.1M  692.6M    692.6M
 20410  1495934  750.6M  197.1M  67.7M    682.9M    573.6M
 20410  1495935  757.7M  199.9M  68.6M    689.1M    579.8M
 20410  1495936  754.8M  198.1M  67.7M    687.1M    577.7M
 20410  1495937  756.3M  198.5M  67.7M    688.6M    579.2M
  time      PID  rss     pss     uss      shared    shared_file
------  -------  ------  ------  -------  --------  -------------
 20412  1495766  1.7G    1.1G    1017.0M  694.2M    694.2M
 20412  1495938  757.7M  198.5M  67.8M    689.9M    580.7M
 20412  1495939  757.6M  198.5M  67.8M    689.8M    580.6M
 20412  1495940  757.7M  198.5M  67.8M    689.9M    580.6M
 20412  1495941  757.7M  198.5M  67.8M    689.9M    580.7M
 20412  1495767  1.7G    1.1G    1015.9M  693.9M    693.9M
 20412  1495934  757.9M  198.5M  67.7M    690.1M    580.8M
 20412  1495935  757.7M  198.4M  67.7M    690.0M    580.6M
 20412  1495936  757.7M  198.4M  67.7M    690.0M    580.6M
 20412  1495937  757.9M  198.4M  67.7M    690.2M    580.8M
  time      PID  rss     pss     uss      shared    shared_file
------  -------  ------  ------  -------  --------  -------------
 20413  1495766  1.7G    1.1G    1017.0M  694.2M    694.2M
 20413  1495938  757.7M  198.5M  67.8M    689.9M    580.7M
 20413  1495939  757.6M  198.5M  67.8M    689.8M    580.6M
 20413  1495940  757.7M  198.5M  67.8M    689.9M    580.6M
 20413  1495941  757.7M  198.5M  67.8M    689.9M    580.7M
 20413  1495767  1.7G    1.1G    1015.9M  693.9M    693.9M
 20413  1495934  757.9M  198.5M  67.7M    690.1M    580.8M
 20413  1495935  757.7M  198.4M  67.7M    690.0M    580.6M
 20413  1495936  757.7M  198.4M  67.7M    690.0M    580.6M
 20413  1495937  757.9M  198.4M  67.7M    690.2M    580.8M
  time      PID  rss     pss     uss      shared    shared_file
------  -------  ------  ------  -------  --------  -------------
 20415  1495766  1.7G    1.1G    1017.0M  694.2M    694.2M
 20415  1495938  757.7M  198.5M  67.8M    689.9M    580.7M
 20415  1495939  757.6M  198.5M  67.8M    689.8M    580.6M
 20415  1495940  757.7M  198.5M  67.8M    689.9M    580.6M
 20415  1495941  757.7M  198.5M  67.8M    689.9M    580.7M
 20415  1495767  1.7G    1.1G    1015.9M  693.9M    693.9M
 20415  1495934  757.9M  198.5M  67.7M    690.1M    580.8M
 20415  1495935  757.7M  198.4M  67.7M    690.0M    580.6M
 20415  1495936  757.7M  198.4M  67.7M    690.0M    580.6M
 20415  1495937  757.9M  198.4M  67.7M    690.2M    580.8M
  time      PID  rss     pss     uss      shared    shared_file
------  -------  ------  ------  -------  --------  -------------
 20416  1495766  1.7G    1.1G    1017.0M  694.2M    694.2M
 20416  1495938  757.7M  198.5M  67.8M    689.9M    580.7M
 20416  1495939  757.6M  198.5M  67.8M    689.8M    580.6M
 20416  1495940  757.7M  198.5M  67.8M    689.9M    580.6M
 20416  1495941  757.7M  198.5M  67.8M    689.9M    580.7M
 20416  1495767  1.7G    1.1G    1015.9M  693.9M    693.9M
 20416  1495934  757.9M  198.5M  67.7M    690.1M    580.8M
 20416  1495935  757.7M  198.4M  67.7M    690.0M    580.6M
 20416  1495936  757.7M  198.4M  67.7M    690.0M    580.6M
 20416  1495937  757.9M  198.4M  67.7M    690.2M    580.8M
  time      PID  rss     pss     uss      shared    shared_file
------  -------  ------  ------  -------  --------  -------------
 20418  1495766  1.7G    1.1G    1017.0M  694.2M    694.2M
 20418  1495938  757.7M  198.5M  67.8M    689.9M    580.7M
 20418  1495939  757.6M  198.5M  67.8M    689.8M    580.6M
 20418  1495940  757.7M  198.5M  67.8M    689.9M    580.6M
 20418  1495941  757.7M  198.5M  67.8M    689.9M    580.7M
 20418  1495767  1.7G    1.1G    1015.9M  693.9M    693.9M
 20418  1495934  757.9M  198.5M  67.7M    690.1M    580.8M
 20418  1495935  757.7M  198.4M  67.7M    690.0M    580.6M
 20418  1495936  757.7M  198.4M  67.7M    690.0M    580.6M
 20418  1495937  757.9M  198.4M  67.7M    690.2M    580.8M
  time      PID  rss     pss     uss      shared    shared_file
------  -------  ------  ------  -------  --------  -------------
 20419  1495766  1.7G    1.1G    1017.0M  694.2M    694.2M
 20419  1495938  757.7M  198.5M  67.8M    689.9M    580.7M
 20419  1495939  757.6M  198.5M  67.8M    689.8M    580.6M
 20419  1495940  757.7M  198.5M  67.8M    689.9M    580.6M
 20419  1495941  757.7M  198.5M  67.8M    689.9M    580.7M
 20419  1495767  1.7G    1.1G    1015.9M  693.9M    693.9M
 20419  1495934  757.9M  198.5M  67.7M    690.1M    580.8M
 20419  1495935  757.7M  198.4M  67.7M    690.0M    580.6M
 20419  1495936  757.7M  198.4M  67.7M    690.0M    580.6M
 20419  1495937  757.9M  198.4M  67.7M    690.2M    580.8M
  time      PID  rss     pss     uss      shared    shared_file
------  -------  ------  ------  -------  --------  -------------
 20421  1495766  1.7G    1.1G    1017.0M  694.2M    694.2M
 20421  1495938  757.7M  198.5M  67.8M    689.9M    580.7M
 20421  1495939  757.6M  198.5M  67.8M    689.8M    580.6M
 20421  1495940  757.7M  198.5M  67.8M    689.9M    580.6M
 20421  1495941  757.7M  198.5M  67.8M    689.9M    580.7M
 20421  1495767  1.7G    1.1G    1015.9M  693.9M    693.9M
 20421  1495934  757.9M  198.5M  67.7M    690.1M    580.8M
 20421  1495935  757.7M  198.4M  67.7M    690.0M    580.6M
 20421  1495936  757.7M  198.4M  67.7M    690.0M    580.6M
 20421  1495937  757.9M  198.4M  67.7M    690.2M    580.8M
  time      PID  rss     pss     uss      shared    shared_file
------  -------  ------  ------  -------  --------  -------------
 20422  1495766  1.7G    1.1G    1017.0M  694.2M    694.2M
 20422  1495938  757.7M  198.5M  67.8M    689.9M    580.7M
 20422  1495939  757.6M  198.5M  67.8M    689.8M    580.6M
 20422  1495940  757.7M  198.5M  67.8M    689.9M    580.6M
 20422  1495941  757.7M  198.5M  67.8M    689.9M    580.7M
 20422  1495767  1.7G    1.1G    1015.9M  693.9M    693.9M
 20422  1495934  757.9M  198.5M  67.7M    690.1M    580.8M
 20422  1495935  757.7M  198.4M  67.7M    690.0M    580.6M
 20422  1495936  757.7M  198.4M  67.7M    690.0M    580.6M
 20422  1495937  757.9M  198.4M  67.7M    690.2M    580.8M
  time      PID  rss     pss     uss      shared    shared_file
------  -------  ------  ------  -------  --------  -------------
 20424  1495766  1.7G    1.1G    1017.0M  694.2M    694.2M
 20424  1495938  757.7M  198.5M  67.8M    689.9M    580.7M
 20424  1495939  757.6M  198.5M  67.8M    689.8M    580.6M
 20424  1495940  757.7M  198.5M  67.8M    689.9M    580.6M
 20424  1495941  757.7M  198.5M  67.8M    689.9M    580.7M
 20424  1495767  1.7G    1.1G    1015.9M  693.9M    693.9M
 20424  1495934  757.9M  198.5M  67.7M    690.1M    580.8M
 20424  1495935  757.7M  198.4M  67.7M    690.0M    580.6M
 20424  1495936  757.7M  198.4M  67.7M    690.0M    580.6M
 20424  1495937  757.9M  198.4M  67.7M    690.2M    580.8M
